,index,comment,author,relative_time_posted,url,ingestion_date
0,1cdd5806-b10c-4026-9d53-0e64f77fccb2,#SimoneBiles is out of floor finals. Jennifer Gadirova from Great Britain will replace her. #olympics #Tokyo2021,sporteverywhere,1 week ago,https://www.youtube.com/post/UgzGEUvtn6qhrEGX3Ot4AaABCQ,2021-08-10
1,6b636128-bacc-4485-9fc0-798339b25561,"I’m absolutely in shock and devistated for Jade Carey. I really hope she can tumble her heart out tomorrow, she deserves a medal and I don’t want to jinx it and say gold because after today I believe the jinx is real but she definitely deserves a medal.",Brody Penn,1 week ago,https://www.youtube.com/post/UgzGEUvtn6qhrEGX3Ot4AaABCQ,2021-08-10
2,78908f09-7719-400b-bae2-494a25f37e8e,"Sad for Simone. I hope Jade can get the gold though, she deserves a redemption after today.",Minami Suzuki,1 week ago,https://www.youtube.com/post/UgzGEUvtn6qhrEGX3Ot4AaABCQ,2021-08-10
3,ff5cae2c-2ba5-4497-8e05-548e4348eea4,"It's too bad after all Simone's hard work & I think we all wanted to see her compete, but I would hate to see her potentially get hurt",cj222100,1 week ago,https://www.youtube.com/post/UgzGEUvtn6qhrEGX3Ot4AaABCQ,2021-08-10
4,1931fb34-7c5e-4c00-9d1b-e773270f1c14,"I feel bad for Simone but at the same time I am happy for Vanessa as I really want her to get a floor medal-any color
And Rebecca too I want her to add to her sliver and gold",K Goulding123,1 week ago,https://www.youtube.com/post/UgzGEUvtn6qhrEGX3Ot4AaABCQ,2021-08-10
5,826f2f5d-ddfe-46aa-8820-d128ec90e42d,I hope Jade gets gold here. Heartbroken for her,Neeharika Anand,1 week ago,https://www.youtube.com/post/UgzGEUvtn6qhrEGX3Ot4AaABCQ,2021-08-10
6,02dbb88c-131d-4029-ba93-95b5b1ff28c9,you’ve been such a timely and reliable source for all the news out of tokyo. it’s much appreciated!,Lolly Mae,1 week ago,https://www.youtube.com/post/UgzGEUvtn6qhrEGX3Ot4AaABCQ,2021-08-10
7,cf56271b-be70-44f2-92b2-2575f49fabed,"Getting so many skills named after her is a bigger achievement to gymnastics in the long run than winning gold medals.
She has changed the game with amazing difficulty levels.
She has contributed a lot to gymnastics,",madan kumar,1 week ago,https://www.youtube.com/post/UgzGEUvtn6qhrEGX3Ot4AaABCQ,2021-08-10
8,7e3115a2-1da4-4190-89b7-162675aebf2d,I still think she could do beam but maybe water down the dismount so she doesn't get lost on that,Sister Catrina,1 week ago,https://www.youtube.com/post/UgzGEUvtn6qhrEGX3Ot4AaABCQ,2021-08-10
9,119c04e8-db58-44d3-9cba-5eb80b19a1a1,I hope Jade wins gold on floor I am so sad for her vault 😢,Lúcia,1 week ago (edited),https://www.youtube.com/post/UgzGEUvtn6qhrEGX3Ot4AaABCQ,2021-08-10
