,index,comment,author,relative_time_posted,url,ingestion_date
0,1ee031f8-e0a5-487e-98de-59a6c8b5bff3,MyKayla Skinner will replace Simone Biles in the vault final. 🇺🇸 Good luck Myk! 🍀✨ #olympics #tokyo2021,sporteverywhere,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
1,c73dcfc2-c14f-4f75-ad85-63e856559b0e,I hope Simone is okay and gets her mental health sorted out with her psychologist when she gets home from Tokyo. And plus I hope she does come back into competition next year if she is up to it. I am so happy for MyKayla that she could finally win an Olympic medal that she has worked so hard for.,Caitlin Frawley,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
2,655846bf-49df-4099-bf6f-8e34995dfa6c,"Wishing ONLY the best for Simone for a solid and quick recovery and also very happy that Mykayla will get to compete in a final. It certainly shows an astronomical sacrifice on Simone's part to step aside. If Myk medals, what a bond these two friends will have forever. Love to them both.",Catherine Hogan,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
3,1a5c58e9-4f57-4f63-9d9d-9ba3fd237aef,What a story! A few days ago she announced her sport retirement but she had to change her plans and tomorrow she will fight for the Olympic medal💪🔥👏,Cinnamon,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
4,7d1574a8-0195-4025-8d52-57e01affa0bd,"I hate it for Simone, and I wish her all the best, but that Godforsaken 2-per-country rule has really hurt a lot of medal worthy ladies.... And Myk was one of them- literally finishing 4th, and still not being ""good enough"". While Ms. Simone gets the care and recharging her mental & physical batteries need, this opens the door WIDE for Myk to go out there and really do this thing!",Jenna Leigh's Beauty Slam,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
5,8f3cde7b-e6ee-4d6f-9f59-d5c1606fb070,"YES!!! Happy for Simone (honoring her mental health and safety), happy for Myk getting her last shot she fought so hard for. She's always been saying everything happens for a reason... crossing my fingers and toes all goes well",E. E.,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
6,c90c3171-dbbc-4937-9029-23463f5dc51c,I want to see her come back and walk away with gold. She can do it. Prayers for Simone. I’m so proud of both of them.,Amanda Floyd,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
7,ec583e1b-ec2c-476c-897c-734ab86da8c5,I'm so stoked for Myk.. hey does that mean Sanne will get a chance at beam too? Also is Melanie back in the bars??,pitbullmomma,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
8,49a1e42f-2e46-42f2-827e-b922714d7e40,"Mykayla's story is incredible and getting to go up there one last time, in contention for a medal, going home from your last meet ever with a medal is all i hope for her. She truly deserves it.",Kirsten Murdey,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
9,2f86aad1-e99f-4101-9373-025e476c2153,"I was so distraught when Mykayla left the vault rotation in tears, she knew she was retiring and now that she gets another chance i know she would fight for gold. If she wins she will always know that she won a gold medal or any medal at the olympics",Kirsten Murdey,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
10,f4e7db9c-7fed-4bd2-b621-3f3cf9c1124f,I honestly don’t know what the podium will be.  I want myk to medal regardless,Nathaniel Halls,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
11,4e0c8b9f-2142-442a-98d1-7391dcf04b00,"Rebeca,  Jade and Skynner with medals... I would be happy with any order,  go girls!",Alessandra Caldas d' Moraes Elisiário,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
12,1e25ae52-c432-4a94-95a2-f3d2f37b4de8,"If Myk delivers the same vaults as she did in podium trading or even trials, I think it’ll be a close 1 2 3",Arianne Andrew,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
13,058af9d9-cc56-4a7d-8b81-bd7485522478,"I am sooooooooo happy to hear this! I pray that she is able to medal. That would be the perfect ending to her gymnastics career, after so many letdowns along the way!",T M,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
14,03bca648-a42b-414b-b6ce-cd05ed65a7cd,"Absolutely, crazy turn of events. I really hope Simone can recover for beam and Floor;(
Good luck to MYK.",Appaddict01,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
15,bd29d859-1020-44d5-95f9-8afa5a38f875,"Watch her medal! I understand the 2pc rule, but I think anyone who makes top 5 in quals should get a chance to medal. Wonder if she medals if they'll reevaluate?",Emileigh With a G,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
16,39a6ae00-475a-4c25-820b-d07ef6a2d6da,So so so happy for her. She has a shot at gold!. No one be nasty to me in the comments anything is possible all she has to do is hit she qualified 2 tenths lower then jade,Ashley Noelle,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
17,fe5b199c-1c3d-47ef-a40c-a3abff914709,"Dream Podium! 
1- Rebeca 
2- Jade 
3- Mykayla",Gao Ai Fei 高爱飞,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
18,0d67bfdf-414a-4393-a0c2-a0748af3b0e1,I was hoping this would happen tbh. I'd like to see her medal. Carey too.,Julia Lostetter,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
19,9d3e9c0e-95e3-433d-8071-54f0ec24c200,I hope she and Carey both medal!! That would be so special!!,Julianne Nance,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
20,141a5df2-cb5c-4887-aa4f-8910f41a5f4b,So excited for this chance for Mykayla!,Heather Z,1 week ago,https://www.youtube.com/post/UgzyE5DQf5HtrRVSM5B4AaABCQ,2021-08-10
